participant_id,variant,image_id,ground_truth,initial_response,had_doubt,ai_confidence_score,post_suggestion_action,effective_final_response
P0640,delta,delta_15,real,real,yes,97,confirm,real
P0641,delta,delta_01,AI_magnific,AI,yes,76,confirm,AI
P0641,delta,delta_02,real,real,yes,44,confirm,real
P0641,delta,delta_03,AI_midjourney,real,yes,0,confirm,real
P0641,delta,delta_04,AI_magnific,real,yes,42,confirm,real
P0641,delta,delta_05,real,real,yes,98,confirm,real
P0641,delta,delta_06,AI_midjourney,AI,yes,4,confirm,AI
P0641,delta,delta_07,real,real,no,64,confirm,real
P0641,delta,delta_08,AI_magnific,AI,yes,84,confirm,AI
P0641,delta,delta_09,AI_midjourney,AI,yes,72,confirm,AI
P0641,delta,delta_10,AI_magnific,AI,yes,0,confirm,AI
P0641,delta,delta_11,real,real,yes,95,confirm,real
P0641,delta,delta_12,AI_magnific,AI,yes,5,confirm,AI
P0641,delta,delta_13,AI_midjourney,AI,yes,80,confirm,AI
P0641,delta,delta_14,real,real,yes,0,confirm,real
P0641,delta,delta_15,real,real,yes,97,confirm,real
P0642,delta,delta_01,AI_magnific,AI,yes,76,confirm,AI
P0642,delta,delta_02,real,AI,yes,44,confirm,AI
P0642,delta,delta_03,AI_midjourney,real,no,0,confirm,real
P0642,delta,delta_04,AI_magnific,AI,yes,42,confirm,AI
P0642,delta,delta_05,real,AI,yes,98,confirm,AI
P0642,delta,delta_06,AI_midjourney,real,yes,4,confirm,real
P0642,delta,delta_07,real,AI,yes,64,confirm,AI
P0642,delta,delta_08,AI_magnific,real,no,84,confirm,real
P0642,delta,delta_09,AI_midjourney,real,yes,72,confirm,real
P0642,delta,delta_10,AI_magnific,AI,no,0,confirm,AI
P0642,delta,delta_11,real,real,yes,95,confirm,real
P0642,delta,delta_12,AI_magnific,AI,yes,5,confirm,AI
P0642,delta,delta_13,AI_midjourney,real,yes,80,change,AI
P0642,delta,delta_14,real,AI,yes,0,confirm,AI
P0642,delta,delta_15,real,AI,yes,97,confirm,AI
P0643,delta,delta_01,AI_magnific,AI,yes,76,confirm,AI
P0643,delta,delta_02,real,real,no,44,confirm,real
P0643,delta,delta_03,AI_midjourney,real,no,0,confirm,real
P0643,delta,delta_04,AI_magnific,AI,yes,42,confirm,AI
P0643,delta,delta_05,real,real,no,98,confirm,real
P0643,delta,delta_06,AI_midjourney,real,no,4,confirm,real
P0643,delta,delta_07,real,real,no,64,confirm,real
P0643,delta,delta_08,AI_magnific,real,no,84,confirm,real
P0643,delta,delta_09,AI_midjourney,AI,yes,72,confirm,AI
P0643,delta,delta_10,AI_magnific,AI,yes,0,confirm,AI
P0643,delta,delta_11,real,real,no,95,confirm,real
P0643,delta,delta_12,AI_magnific,real,no,5,confirm,real
P0643,delta,delta_13,AI_midjourney,real,no,80,confirm,real
P0643,delta,delta_14,real,real,no,0,confirm,real
P0643,delta,delta_15,real,real,no,97,confirm,real
P0644,delta,delta_01,AI_magnific,AI,no,76,confirm,AI
P0644,delta,delta_02,real,AI,yes,44,confirm,AI
P0644,delta,delta_03,AI_midjourney,real,no,0,confirm,real
P0644,delta,delta_04,AI_magnific,AI,yes,42,confirm,AI
P0644,delta,delta_05,real,AI,yes,98,confirm,AI
P0644,delta,delta_06,AI_midjourney,AI,yes,4,confirm,AI
P0644,delta,delta_07,real,real,no,64,confirm,real
P0644,delta,delta_08,AI_magnific,real,no,84,confirm,real
P0644,delta,delta_09,AI_midjourney,real,no,72,confirm,real
P0644,delta,delta_10,AI_magnific,AI,no,0,confirm,AI
P0644,delta,delta_11,real,real,no,95,confirm,real
P0644,delta,delta_12,AI_magnific,AI,yes,5,confirm,AI
P0644,delta,delta_13,AI_midjourney,AI,no,80,confirm,AI
P0644,delta,delta_14,real,real,no,0,confirm,real
P0644,delta,delta_15,real,real,no,97,confirm,real
P0645,delta,delta_01,AI_magnific,AI,yes,76,confirm,AI
P0645,delta,delta_02,real,AI,yes,44,confirm,AI
P0645,delta,delta_03,AI_midjourney,real,yes,0,confirm,real
P0645,delta,delta_04,AI_magnific,AI,yes,42,confirm,AI
P0645,delta,delta_05,real,real,yes,98,confirm,real
P0645,delta,delta_06,AI_midjourney,real,yes,4,confirm,real
P0645,delta,delta_07,real,AI,yes,64,confirm,AI
P0645,delta,delta_08,AI_magnific,real,yes,84,confirm,real
P0645,delta,delta_09,AI_midjourney,real,yes,72,confirm,real
P0645,delta,delta_10,AI_magnific,AI,yes,0,confirm,AI
P0645,delta,delta_11,real,real,yes,95,confirm,real
P0645,delta,delta_12,AI_magnific,real,yes,5,confirm,real
P0645,delta,delta_13,AI_midjourney,AI,yes,80,confirm,AI
P0645,delta,delta_14,real,real,yes,0,confirm,real
P0645,delta,delta_15,real,real,yes,97,confirm,real
P0646,delta,delta_01,AI_magnific,AI,no,76,confirm,AI
P0646,delta,delta_02,real,real,yes,44,confirm,real
P0646,delta,delta_03,AI_midjourney,real,yes,0,confirm,real
P0646,delta,delta_04,AI_magnific,real,no,42,confirm,real
P0646,delta,delta_05,real,AI,yes,98,confirm,AI
P0646,delta,delta_06,AI_midjourney,real,no,4,confirm,real
P0646,delta,delta_07,real,real,no,64,confirm,real
P0646,delta,delta_08,AI_magnific,AI,no,84,confirm,AI
P0646,delta,delta_09,AI_midjourney,AI,yes,72,confirm,AI
P0646,delta,delta_10,AI_magnific,AI,yes,0,confirm,AI
P0646,delta,delta_11,real,real,yes,95,confirm,real
P0646,delta,delta_12,AI_magnific,AI,yes,5,confirm,AI
P0646,delta,delta_13,AI_midjourney,AI,yes,80,confirm,AI
P0646,delta,delta_14,real,real,yes,0,confirm,real
P0646,delta,delta_15,real,AI,no,97,confirm,AI
P0647,delta,delta_01,AI_magnific,AI,yes,76,confirm,AI
P0647,delta,delta_02,real,real,yes,44,confirm,real
P0647,delta,delta_03,AI_midjourney,AI,yes,0,confirm,AI
P0647,delta,delta_04,AI_magnific,real,no,42,confirm,real
P0647,delta,delta_05,real,real,yes,98,confirm,real
P0647,delta,delta_06,AI_midjourney,AI,yes,4,confirm,AI
P0647,delta,delta_07,real,real,no,64,confirm,real
P0647,delta,delta_08,AI_magnific,AI,no,84,confirm,AI
P0647,delta,delta_09,AI_midjourney,AI,yes,72,confirm,AI
P0647,delta,delta_10,AI_magnific,AI,yes,0,confirm,AI
P0647,delta,delta_11,real,AI,yes,95,confirm,AI
P0647,delta,delta_12,AI_magnific,AI,yes,5,confirm,AI
P0647,delta,delta_13,AI_midjourney,AI,no,80,confirm,AI
P0647,delta,delta_14,real,real,no,0,confirm,real
P0647,delta,delta_15,real,real,no,97,confirm,real
P0648,delta,delta_01,AI_magnific,AI,yes,76,confirm,AI
P0648,delta,delta_02,real,real,no,44,confirm,real
P0648,delta,delta_03,AI_midjourney,real,no,0,confirm,real
P0648,delta,delta_04,AI_magnific,AI,yes,42,confirm,AI
P0648,delta,delta_05,real,AI,yes,98,confirm,AI
P0648,delta,delta_06,AI_midjourney,AI,yes,4,confirm,AI
P0648,delta,delta_07,real,real,no,64,confirm,real
P0648,delta,delta_08,AI_magnific,AI,yes,84,confirm,AI
P0648,delta,delta_09,AI_midjourney,AI,yes,72,confirm,AI
P0648,delta,delta_10,AI_magnific,AI,yes,0,confirm,AI
P0648,delta,delta_11,real,AI,yes,95,confirm,AI
P0648,delta,delta_12,AI_magnific,real,no,5,confirm,real
P0648,delta,delta_13,AI_midjourney,AI,yes,80,confirm,AI
P0648,delta,delta_14,real,AI,yes,0,confirm,AI
P0648,delta,delta_15,real,AI,yes,97,confirm,AI
P0649,delta,delta_01,AI_magnific,AI,yes,76,confirm,AI
P0649,delta,delta_02,real,real,no,44,confirm,real
P0649,delta,delta_03,AI_midjourney,real,yes,0,confirm,real
P0649,delta,delta_04,AI_magnific,AI,yes,42,change,real
P0649,delta,delta_05,real,real,yes,98,confirm,real
P0649,delta,delta_06,AI_midjourney,real,yes,4,confirm,real
P0649,delta,delta_07,real,real,yes,64,confirm,real
P0649,delta,delta_08,AI_magnific,AI,yes,84,confirm,AI
P0649,delta,delta_09,AI_midjourney,AI,yes,72,confirm,AI
P0649,delta,delta_10,AI_magnific,real,yes,0,confirm,real
P0649,delta,delta_11,real,AI,yes,95,confirm,AI
P0649,delta,delta_12,AI_magnific,AI,yes,5,confirm,AI
P0649,delta,delta_13,AI_midjourney,real,yes,80,confirm,real
P0649,delta,delta_14,real,AI,yes,0,confirm,AI
P0649,delta,delta_15,real,real,yes,97,confirm,real
P0650,delta,delta_01,AI_magnific,AI,yes,76,confirm,AI
P0650,delta,delta_02,real,real,no,44,confirm,real
P0650,delta,delta_03,AI_midjourney,real,no,0,confirm,real
P0650,delta,delta_04,AI_magnific,real,no,42,confirm,real
P0650,delta,delta_05,real,AI,yes,98,confirm,AI
P0650,delta,delta_06,AI_midjourney,real,no,4,confirm,real
P0650,delta,delta_07,real,real,no,64,confirm,real
P0650,delta,delta_08,AI_magnific,AI,no,84,confirm,AI
P0650,delta,delta_09,AI_midjourney,real,yes,72,confirm,real
P0650,delta,delta_10,AI_magnific,AI,no,0,confirm,AI
P0650,delta,delta_11,real,real,no,95,confirm,real
P0650,delta,delta_12,AI_magnific,real,yes,5,confirm,real
P0650,delta,delta_13,AI_midjourney,AI,no,80,confirm,AI
P0650,delta,delta_14,real,real,no,0,confirm,real
P0650,delta,delta_15,real,real,no,97,confirm,real
P0651,delta,delta_01,AI_magnific,AI,yes,76,confirm,AI
P0651,delta,delta_02,real,real,no,44,confirm,real
P0651,delta,delta_03,AI_midjourney,AI,yes,0,change,real
P0651,delta,delta_04,AI_magnific,real,no,42,confirm,real
P0651,delta,delta_05,real,AI,yes,98,confirm,AI
P0651,delta,delta_06,AI_midjourney,real,no,4,confirm,real
P0651,delta,delta_07,real,real,no,64,confirm,real
P0651,delta,delta_08,AI_magnific,real,no,84,confirm,real
P0651,delta,delta_09,AI_midjourney,AI,no,72,confirm,AI
P0651,delta,delta_10,AI_magnific,AI,no,0,confirm,AI
P0651,delta,delta_11,real,AI,yes,95,confirm,AI
P0651,delta,delta_12,AI_magnific,AI,yes,5,change,real
P0651,delta,delta_13,AI_midjourney,real,no,80,confirm,real
P0651,delta,delta_14,real,AI,yes,0,confirm,AI
P0651,delta,delta_15,real,AI,yes,97,confirm,AI
P0652,delta,delta_01,AI_magnific,real,yes,76,confirm,real
P0652,delta,delta_02,real,real,no,44,confirm,real
P0652,delta,delta_03,AI_midjourney,AI,yes,0,change,real
P0652,delta,delta_04,AI_magnific,AI,yes,42,confirm,AI
P0652,delta,delta_05,real,real,no,98,confirm,real
P0652,delta,delta_06,AI_midjourney,AI,no,4,confirm,AI
P0652,delta,delta_07,real,AI,yes,64,confirm,AI
P0652,delta,delta_08,AI_magnific,AI,yes,84,confirm,AI
P0652,delta,delta_09,AI_midjourney,real,yes,72,confirm,real
P0652,delta,delta_10,AI_magnific,AI,no,0,confirm,AI
P0652,delta,delta_11,real,real,no,95,confirm,real
P0652,delta,delta_12,AI_magnific,real,yes,5,confirm,real
P0652,delta,delta_13,AI_midjourney,AI,no,80,confirm,AI
P0652,delta,delta_14,real,real,no,0,confirm,real
P0652,delta,delta_15,real,real,no,97,change,AI
P0653,delta,delta_01,AI_magnific,AI,no,76,confirm,AI
P0653,delta,delta_02,real,real,no,44,confirm,real
P0653,delta,delta_03,AI_midjourney,AI,yes,0,confirm,AI
P0653,delta,delta_04,AI_magnific,real,no,42,confirm,real
P0653,delta,delta_05,real,real,no,98,confirm,real
P0653,delta,delta_06,AI_midjourney,real,yes,4,confirm,real
P0653,delta,delta_07,real,AI,yes,64,confirm,AI
P0653,delta,delta_08,AI_magnific,AI,yes,84,confirm,AI
P0653,delta,delta_09,AI_midjourney,AI,yes,72,confirm,AI
P0653,delta,delta_10,AI_magnific,real,no,0,confirm,real
P0653,delta,delta_11,real,real,yes,95,confirm,real
P0653,delta,delta_12,AI_magnific,AI,yes,5,confirm,AI
P0653,delta,delta_13,AI_midjourney,AI,yes,80,confirm,AI
P0653,delta,delta_14,real,real,no,0,confirm,real
P0653,delta,delta_15,real,real,no,97,confirm,real
P0654,delta,delta_01,AI_magnific,real,no,76,confirm,real
P0654,delta,delta_02,real,real,no,44,confirm,real
P0654,delta,delta_03,AI_midjourney,AI,yes,0,change,real
P0654,delta,delta_04,AI_magnific,AI,yes,42,confirm,AI
P0654,delta,delta_05,real,real,no,98,confirm,real
P0654,delta,delta_06,AI_midjourney,real,no,4,confirm,real
P0654,delta,delta_07,real,real,no,64,confirm,real
P0654,delta,delta_08,AI_magnific,AI,yes,84,confirm,AI
P0654,delta,delta_09,AI_midjourney,AI,yes,72,confirm,AI
P0654,delta,delta_10,AI_magnific,AI,yes,0,change,real
P0654,delta,delta_11,real,real,no,95,confirm,real
P0654,delta,delta_12,AI_magnific,AI,yes,5,confirm,AI
P0654,delta,delta_13,AI_midjourney,AI,yes,80,confirm,AI
P0654,delta,delta_14,real,real,no,0,confirm,real
P0654,delta,delta_15,real,real,no,97,confirm,real
P0655,epsilon,epsilon_01,AI_midjourney,AI,yes,90,confirm,AI
P0655,epsilon,epsilon_02,real,real,yes,0,confirm,real
P0655,epsilon,epsilon_03,AI_midjourney,real,no,85,change,AI
P0655,epsilon,epsilon_04,AI_magnific,AI,yes,17,change,real
P0655,epsilon,epsilon_05,AI_magnific,real,no,2,confirm,real
P0655,epsilon,epsilon_06,AI_magnific,AI,yes,17,change,real
P0655,epsilon,epsilon_07,real,real,no,98,change,AI
P0655,epsilon,epsilon_08,AI_midjourney,real,no,90,change,AI
P0655,epsilon,epsilon_09,AI_magnific,real,no,4,confirm,real
P0655,epsilon,epsilon_10,real,AI,yes,1,change,real
P0655,epsilon,epsilon_11,real,AI,yes,97,confirm,AI
P0655,epsilon,epsilon_12,AI_midjourney,AI,yes,99,confirm,AI
P0655,epsilon,epsilon_13,real,real,no,3,confirm,real
P0655,epsilon,epsilon_14,AI_magnific,AI,yes,98,confirm,AI
P0655,epsilon,epsilon_15,real,real,yes,95,change,AI
P0656,epsilon,epsilon_01,AI_midjourney,real,yes,90,change,AI
P0656,epsilon,epsilon_02,real,real,no,0,confirm,real
P0656,epsilon,epsilon_03,AI_midjourney,AI,no,85,confirm,AI
P0656,epsilon,epsilon_04,AI_magnific,real,no,17,confirm,real
P0656,epsilon,epsilon_05,AI_magnific,real,no,2,confirm,real
P0656,epsilon,epsilon_06,AI_magnific,real,no,17,confirm,real
P0656,epsilon,epsilon_07,real,real,no,98,confirm,real
P0656,epsilon,epsilon_08,AI_midjourney,AI,no,90,confirm,AI
P0656,epsilon,epsilon_09,AI_magnific,real,no,4,confirm,real
P0656,epsilon,epsilon_10,real,real,no,1,confirm,real
P0656,epsilon,epsilon_11,real,AI,yes,97,confirm,AI
P0656,epsilon,epsilon_12,AI_midjourney,AI,yes,99,confirm,AI
P0656,epsilon,epsilon_13,real,real,no,3,confirm,real
P0656,epsilon,epsilon_14,AI_magnific,real,no,98,confirm,real
P0656,epsilon,epsilon_15,real,AI,yes,95,confirm,AI
P0657,epsilon,epsilon_01,AI_midjourney,AI,yes,90,confirm,AI
P0657,epsilon,epsilon_02,real,real,yes,0,confirm,real
P0657,epsilon,epsilon_03,AI_midjourney,AI,yes,85,confirm,AI
P0657,epsilon,epsilon_04,AI_magnific,AI,yes,17,confirm,AI
P0657,epsilon,epsilon_05,AI_magnific,real,no,2,confirm,real
P0657,epsilon,epsilon_06,AI_magnific,real,yes,17,confirm,real
P0657,epsilon,epsilon_07,real,real,no,98,confirm,real
P0657,epsilon,epsilon_08,AI_midjourney,AI,yes,90,confirm,AI
P0657,epsilon,epsilon_09,AI_magnific,AI,yes,4,confirm,AI
P0657,epsilon,epsilon_10,real,real,no,1,confirm,real
P0657,epsilon,epsilon_11,real,real,yes,97,confirm,real
P0657,epsilon,epsilon_12,AI_midjourney,AI,yes,99,confirm,AI
P0657,epsilon,epsilon_13,real,real,no,3,confirm,real
P0657,epsilon,epsilon_14,AI_magnific,AI,yes,98,confirm,AI
P0657,epsilon,epsilon_15,real,AI,yes,95,confirm,AI
P0658,epsilon,epsilon_01,AI_midjourney,real,yes,90,confirm,real
P0658,epsilon,epsilon_02,real,real,no,0,confirm,real
P0658,epsilon,epsilon_03,AI_midjourney,AI,no,85,confirm,AI
P0658,epsilon,epsilon_04,AI_magnific,AI,no,17,confirm,AI
P0658,epsilon,epsilon_05,AI_magnific,real,no,2,confirm,real
P0658,epsilon,epsilon_06,AI_magnific,real,no,17,confirm,real
P0658,epsilon,epsilon_07,real,real,no,98,confirm,real
P0658,epsilon,epsilon_08,AI_midjourney,AI,no,90,confirm,AI
P0658,epsilon,epsilon_09,AI_magnific,real,no,4,confirm,real
P0658,epsilon,epsilon_10,real,real,no,1,confirm,real
P0658,epsilon,epsilon_11,real,real,no,97,confirm,real
P0658,epsilon,epsilon_12,AI_midjourney,real,no,99,confirm,real
P0658,epsilon,epsilon_13,real,real,no,3,confirm,real
P0658,epsilon,epsilon_14,AI_magnific,AI,no,98,confirm,AI
P0658,epsilon,epsilon_15,real,AI,yes,95,confirm,AI
P0659,epsilon,epsilon_01,AI_midjourney,real,no,90,change,AI
P0659,epsilon,epsilon_02,real,real,no,0,confirm,real
P0659,epsilon,epsilon_03,AI_midjourney,real,no,85,confirm,real
P0659,epsilon,epsilon_04,AI_magnific,real,no,17,confirm,real
P0659,epsilon,epsilon_05,AI_magnific,real,no,2,confirm,real
P0659,epsilon,epsilon_06,AI_magnific,AI,no,17,change,real
P0659,epsilon,epsilon_07,real,real,no,98,change,AI
P0659,epsilon,epsilon_08,AI_midjourney,AI,yes,90,confirm,AI
P0659,epsilon,epsilon_09,AI_magnific,real,yes,4,confirm,real
P0659,epsilon,epsilon_10,real,real,no,1,confirm,real
P0659,epsilon,epsilon_11,real,AI,no,97,confirm,AI
P0659,epsilon,epsilon_12,AI_midjourney,real,no,99,confirm,real
P0659,epsilon,epsilon_13,real,real,no,3,confirm,real
P0659,epsilon,epsilon_14,AI_magnific,AI,yes,98,confirm,AI
P0659,epsilon,epsilon_15,real,real,yes,95,change,AI
P0660,epsilon,epsilon_01,AI_midjourney,AI,no,90,confirm,AI
P0660,epsilon,epsilon_02,real,real,no,0,confirm,real
P0660,epsilon,epsilon_03,AI_midjourney,AI,yes,85,confirm,AI
P0660,epsilon,epsilon_04,AI_magnific,AI,no,17,confirm,AI
P0660,epsilon,epsilon_05,AI_magnific,real,no,2,confirm,real
P0660,epsilon,epsilon_06,AI_magnific,AI,yes,17,confirm,AI
P0660,epsilon,epsilon_07,real,AI,yes,98,confirm,AI
P0660,epsilon,epsilon_08,AI_midjourney,AI,no,90,confirm,AI
P0660,epsilon,epsilon_09,AI_magnific,AI,yes,4,confirm,AI
P0660,epsilon,epsilon_10,real,real,no,1,confirm,real
P0660,epsilon,epsilon_11,real,AI,no,97,confirm,AI
P0660,epsilon,epsilon_12,AI_midjourney,real,no,99,change,AI
P0660,epsilon,epsilon_13,real,real,no,3,confirm,real
P0660,epsilon,epsilon_14,AI_magnific,AI,no,98,confirm,AI
P0660,epsilon,epsilon_15,real,AI,yes,95,confirm,AI
P0661,epsilon,epsilon_01,AI_midjourney,AI,no,90,confirm,AI
P0661,epsilon,epsilon_02,real,AI,yes,0,confirm,AI
P0661,epsilon,epsilon_03,AI_midjourney,AI,no,85,confirm,AI
P0661,epsilon,epsilon_04,AI_magnific,AI,no,17,confirm,AI
P0661,epsilon,epsilon_05,AI_magnific,real,yes,2,confirm,real
P0661,epsilon,epsilon_06,AI_magnific,AI,yes,17,confirm,AI
P0661,epsilon,epsilon_07,real,real,no,98,change,AI
P0661,epsilon,epsilon_08,AI_midjourney,AI,no,90,confirm,AI
P0661,epsilon,epsilon_09,AI_magnific,AI,yes,4,change,real
P0661,epsilon,epsilon_10,real,real,no,1,confirm,real
P0661,epsilon,epsilon_11,real,real,no,97,change,AI
P0661,epsilon,epsilon_12,AI_midjourney,AI,no,99,confirm,AI
P0661,epsilon,epsilon_13,real,real,yes,3,confirm,real
P0661,epsilon,epsilon_14,AI_magnific,AI,no,98,confirm,AI
P0661,epsilon,epsilon_15,real,real,yes,95,change,AI
P0662,epsilon,epsilon_01,AI_midjourney,real,yes,90,change,AI
P0662,epsilon,epsilon_02,real,AI,no,0,confirm,AI
P0662,epsilon,epsilon_03,AI_midjourney,real,no,85,confirm,real
P0662,epsilon,epsilon_04,AI_magnific,AI,no,17,confirm,AI
P0662,epsilon,epsilon_05,AI_magnific,real,no,2,confirm,real
P0662,epsilon,epsilon_06,AI_magnific,real,yes,17,confirm,real
P0662,epsilon,epsilon_07,real,AI,yes,98,confirm,AI
P0662,epsilon,epsilon_08,AI_midjourney,real,no,90,confirm,real
P0662,epsilon,epsilon_09,AI_magnific,real,no,4,confirm,real
P0662,epsilon,epsilon_10,real,AI,no,1,confirm,AI
P0662,epsilon,epsilon_11,real,AI,yes,97,confirm,AI
P0662,epsilon,epsilon_12,AI_midjourney,real,yes,99,confirm,real
P0662,epsilon,epsilon_13,real,AI,yes,3,confirm,AI
P0662,epsilon,epsilon_14,AI_magnific,real,yes,98,confirm,real
P0662,epsilon,epsilon_15,real,AI,yes,95,confirm,AI
P0663,epsilon,epsilon_01,AI_midjourney,AI,yes,90,confirm,AI
P0663,epsilon,epsilon_02,real,real,yes,0,confirm,real
P0663,epsilon,epsilon_03,AI_midjourney,real,yes,85,change,AI
P0663,epsilon,epsilon_04,AI_magnific,AI,yes,17,confirm,AI
P0663,epsilon,epsilon_05,AI_magnific,real,no,2,confirm,real
P0663,epsilon,epsilon_06,AI_magnific,real,no,17,confirm,real
P0663,epsilon,epsilon_07,real,real,no,98,confirm,real
P0663,epsilon,epsilon_08,AI_midjourney,AI,yes,90,confirm,AI
P0663,epsilon,epsilon_09,AI_magnific,AI,yes,4,confirm,AI
P0663,epsilon,epsilon_10,real,real,yes,1,confirm,real
P0663,epsilon,epsilon_11,real,real,yes,97,change,AI
P0663,epsilon,epsilon_12,AI_midjourney,real,yes,99,change,AI
P0663,epsilon,epsilon_13,real,real,no,3,confirm,real
P0663,epsilon,epsilon_14,AI_magnific,real,yes,98,change,AI
P0663,epsilon,epsilon_15,real,real,yes,95,change,AI
P0664,epsilon,epsilon_01,AI_midjourney,AI,yes,90,confirm,AI
P0664,epsilon,epsilon_02,real,real,no,0,confirm,real
P0664,epsilon,epsilon_03,AI_midjourney,AI,yes,85,confirm,AI
P0664,epsilon,epsilon_04,AI_magnific,real,yes,17,confirm,real
P0664,epsilon,epsilon_05,AI_magnific,real,no,2,confirm,real
P0664,epsilon,epsilon_06,AI_magnific,AI,yes,17,confirm,AI
P0664,epsilon,epsilon_07,real,real,no,98,confirm,real
P0664,epsilon,epsilon_08,AI_midjourney,AI,yes,90,confirm,AI
P0664,epsilon,epsilon_09,AI_magnific,real,no,4,confirm,real
P0664,epsilon,epsilon_10,real,real,no,1,confirm,real
P0664,epsilon,epsilon_11,real,AI,yes,97,confirm,AI
P0664,epsilon,epsilon_12,AI_midjourney,real,no,99,confirm,real
P0664,epsilon,epsilon_13,real,real,no,3,confirm,real
P0664,epsilon,epsilon_14,AI_magnific,AI,no,98,confirm,AI
P0664,epsilon,epsilon_15,real,real,no,95,confirm,real
P0665,epsilon,epsilon_01,AI_midjourney,AI,no,90,confirm,AI
P0665,epsilon,epsilon_02,real,AI,no,0,confirm,AI
P0665,epsilon,epsilon_03,AI_midjourney,AI,no,85,confirm,AI
P0665,epsilon,epsilon_04,AI_magnific,AI,no,17,confirm,AI
P0665,epsilon,epsilon_05,AI_magnific,AI,no,2,confirm,AI
P0665,epsilon,epsilon_06,AI_magnific,AI,no,17,confirm,AI
P0665,epsilon,epsilon_07,real,real,yes,98,change,AI
P0665,epsilon,epsilon_08,AI_midjourney,AI,no,90,confirm,AI
P0665,epsilon,epsilon_09,AI_magnific,real,yes,4,confirm,real
P0665,epsilon,epsilon_10,real,AI,no,1,change,real
P0665,epsilon,epsilon_11,real,AI,yes,97,confirm,AI
P0665,epsilon,epsilon_12,AI_midjourney,real,yes,99,change,AI
P0665,epsilon,epsilon_13,real,real,no,3,confirm,real
P0665,epsilon,epsilon_14,AI_magnific,AI,yes,98,confirm,AI
P0665,epsilon,epsilon_15,real,AI,no,95,confirm,AI
P0666,epsilon,epsilon_01,AI_midjourney,real,yes,90,confirm,real
P0666,epsilon,epsilon_02,real,real,no,0,confirm,real
P0666,epsilon,epsilon_03,AI_midjourney,real,no,85,confirm,real
P0666,epsilon,epsilon_04,AI_magnific,real,no,17,confirm,real
P0666,epsilon,epsilon_05,AI_magnific,real,no,2,confirm,real
P0666,epsilon,epsilon_06,AI_magnific,AI,no,17,confirm,AI
P0666,epsilon,epsilon_07,real,real,no,98,confirm,real
P0666,epsilon,epsilon_08,AI_midjourney,real,no,90,confirm,real
P0666,epsilon,epsilon_09,AI_magnific,AI,no,4,change,real
P0666,epsilon,epsilon_10,real,AI,no,1,confirm,AI
P0666,epsilon,epsilon_11,real,AI,no,97,confirm,AI
P0666,epsilon,epsilon_12,AI_midjourney,AI,no,99,confirm,AI
P0666,epsilon,epsilon_13,real,real,no,3,confirm,real
P0666,epsilon,epsilon_14,AI_magnific,AI,no,98,confirm,AI
P0666,epsilon,epsilon_15,real,AI,no,95,confirm,AI
P0667,epsilon,epsilon_01,AI_midjourney,AI,yes,90,confirm,AI
P0667,epsilon,epsilon_02,real,real,no,0,confirm,real
P0667,epsilon,epsilon_03,AI_midjourney,real,no,85,confirm,real
P0667,epsilon,epsilon_04,AI_magnific,real,no,17,confirm,real
P0667,epsilon,epsilon_05,AI_magnific,real,no,2,confirm,real
P0667,epsilon,epsilon_06,AI_magnific,real,no,17,confirm,real
P0667,epsilon,epsilon_07,real,real,no,98,confirm,real
P0667,epsilon,epsilon_08,AI_midjourney,real,no,90,confirm,real
P0667,epsilon,epsilon_09,AI_magnific,real,no,4,confirm,real
P0667,epsilon,epsilon_10,real,real,no,1,confirm,real
P0667,epsilon,epsilon_11,real,real,no,97,confirm,real
P0667,epsilon,epsilon_12,AI_midjourney,real,no,99,confirm,real
P0667,epsilon,epsilon_13,real,real,no,3,confirm,real
P0667,epsilon,epsilon_14,AI_magnific,AI,no,98,confirm,AI
P0667,epsilon,epsilon_15,real,real,no,95,confirm,real
P0668,epsilon,epsilon_01,AI_midjourney,real,yes,90,change,AI
P0668,epsilon,epsilon_02,real,real,yes,0,confirm,real
P0668,epsilon,epsilon_03,AI_midjourney,AI,yes,85,confirm,AI
P0668,epsilon,epsilon_04,AI_magnific,real,no,17,confirm,real
P0668,epsilon,epsilon_05,AI_magnific,AI,yes,2,change,real
P0668,epsilon,epsilon_06,AI_magnific,real,no,17,confirm,real
P0668,epsilon,epsilon_07,real,real,no,98,confirm,real
P0668,epsilon,epsilon_08,AI_midjourney,real,no,90,confirm,real
P0668,epsilon,epsilon_09,AI_magnific,real,no,4,confirm,real
P0668,epsilon,epsilon_10,real,real,yes,1,confirm,real
P0668,epsilon,epsilon_11,real,real,no,97,confirm,real
P0668,epsilon,epsilon_12,AI_midjourney,real,no,99,confirm,real
P0668,epsilon,epsilon_13,real,real,no,3,confirm,real
P0668,epsilon,epsilon_14,AI_magnific,real,no,98,confirm,real
P0668,epsilon,epsilon_15,real,real,no,95,change,AI
P0669,epsilon,epsilon_01,AI_midjourney,AI,yes,90,confirm,AI
P0669,epsilon,epsilon_02,real,AI,yes,0,confirm,AI
P0669,epsilon,epsilon_03,AI_midjourney,real,yes,85,change,AI
P0669,epsilon,epsilon_04,AI_magnific,AI,yes,17,confirm,AI
P0669,epsilon,epsilon_05,AI_magnific,AI,yes,2,confirm,AI
P0669,epsilon,epsilon_06,AI_magnific,real,yes,17,confirm,real
P0669,epsilon,epsilon_07,real,real,no,98,confirm,real
